cod_ibge,municipio,ano,populacao,area_km2,densidade,pib_per_capita
4125704,Sao Miguel do Iguacu,2025,30416,853.7,35.63,48803.66
4125704,Sao Miguel do Iguacu,2026,30416,853.7,35.63,48803.66
4127403,Terra Roxa,2008,16707,802.5,20.82,17963.61
4127403,Terra Roxa,2009,16734,802.5,20.85,16457.27
4127403,Terra Roxa,2010,16764,802.5,20.89,19305.54
4127403,Terra Roxa,2011,16795,802.5,20.93,23004.88
4127403,Terra Roxa,2012,16829,802.5,20.97,22168.76
4127403,Terra Roxa,2013,17402,802.5,21.68,30910.18
4127403,Terra Roxa,2014,17461,802.5,21.76,30983.05
4127403,Terra Roxa,2015,17517,802.5,21.83,33861.22
4127403,Terra Roxa,2016,17573,802.5,21.9,36575.88
4127403,Terra Roxa,2017,17627,802.5,21.97,34822.15
4127403,Terra Roxa,2018,17439,802.5,21.73,38867.19
4127403,Terra Roxa,2019,17481,802.5,21.78,35690.69
4127403,Terra Roxa,2020,17522,802.5,21.83,52107.98
4127403,Terra Roxa,2021,17562,802.5,21.88,51025.22
4127403,Terra Roxa,2022,17891,802.5,22.29,41071.15
4127403,Terra Roxa,2023,18219,802.5,22.7,50573.58
4127403,Terra Roxa,2024,18548,802.5,23.11,49676.51
4127403,Terra Roxa,2025,18636,802.5,23.22,49441.94
4127403,Terra Roxa,2026,18636,802.5,23.22,49441.94
4127700,Toledo,2008,115136,1200.4,95.91,18800.71
4127700,Toledo,2009,116774,1200.4,97.28,20119.73
4127700,Toledo,2010,118854,1200.4,99.01,20514.63
4127700,Toledo,2011,120934,1200.4,100.74,23625.08
4127700,Toledo,2012,122502,1200.4,102.05,26778.58
4127700,Toledo,2013,128448,1200.4,107.0,30940.47
4127700,Toledo,2014,130295,1200.4,108.54,34298.18
4127700,Toledo,2015,132077,1200.4,110.03,36891.81
4127700,Toledo,2016,133824,1200.4,111.48,40406.32
4127700,Toledo,2017,135538,1200.4,112.91,43760.73
4127700,Toledo,2018,138572,1200.4,115.44,44448.3
4127700,Toledo,2019,140635,1200.4,117.16,44031.64
4127700,Toledo,2020,142645,1200.4,118.83,47558.62
4127700,Toledo,2021,144601,1200.4,120.46,51743.69
4127700,Toledo,2022,149274,1200.4,124.35,56509.53
4127700,Toledo,2023,153947,1200.4,128.25,61765.23
4127700,Toledo,2024,158620,1200.4,132.14,59945.61
4127700,Toledo,2025,160701,1200.4,133.87,59169.34
4127700,Toledo,2026,160701,1200.4,133.87,59169.34
4127858,Tres Barras do Parana,2008,12073,506.6,23.83,9922.39
4127858,Tres Barras do Parana,2009,12088,506.6,23.86,10678.36
4127858,Tres Barras do Parana,2010,11956,506.6,23.6,13327.28
4127858,Tres Barras do Parana,2011,11825,506.6,23.34,15887.19
4127858,Tres Barras do Parana,2012,11825,506.6,23.34,16127.36
4127858,Tres Barras do Parana,2013,12196,506.6,24.07,20770.33
4127858,Tres Barras do Parana,2014,12212,506.6,24.11,20420.32
4127858,Tres Barras do Parana,2015,12227,506.6,24.14,22995.75
4127858,Tres Barras do Parana,2016,12242,506.6,24.17,25038.64
4127858,Tres Barras do Parana,2017,12256,506.6,24.19,26365.45
4127858,Tres Barras do Parana,2018,12043,506.6,23.77,26456.61
4127858,Tres Barras do Parana,2019,12040,506.6,23.77,27056.15
4127858,Tres Barras do Parana,2020,12038,506.6,23.76,36117.05
4127858,Tres Barras do Parana,2021,12036,506.6,23.76,36221.0
4127858,Tres Barras do Parana,2022,11756,506.6,23.21,38658.73
4127858,Tres Barras do Parana,2023,11477,506.6,22.65,39518.17
4127858,Tres Barras do Parana,2024,11197,506.6,22.1,40506.39
4127858,Tres Barras do Parana,2025,11157,506.6,22.02,40651.61
4127858,Tres Barras do Parana,2026,11157,506.6,22.02,40651.61
4128559,Vera Cruz do Oeste,2008,9301,327.9,28.37,12169.23
4128559,Vera Cruz do Oeste,2009,9257,327.9,28.23,10935.4
4128559,Vera Cruz do Oeste,2010,9089,327.9,27.72,12241.94
4128559,Vera Cruz do Oeste,2011,8921,327.9,27.21,14360.27
4128559,Vera Cruz do Oeste,2012,8871,327.9,27.05,14956.83
4128559,Vera Cruz do Oeste,2013,9081,327.9,27.69,21837.57
4128559,Vera Cruz do Oeste,2014,9038,327.9,27.56,21310.25
4128559,Vera Cruz do Oeste,2015,8998,327.9,27.44,23019.23
4128559,Vera Cruz do Oeste,2016,8958,327.9,27.32,26812.68
4128559,Vera Cruz do Oeste,2017,8918,327.9,27.2,25542.27
4128559,Vera Cruz do Oeste,2018,8590,327.9,26.2,29918.63
4128559,Vera Cruz do Oeste,2019,8521,327.9,25.99,27925.95
4128559,Vera Cruz do Oeste,2020,8454,327.9,25.78,39549.68
4128559,Vera Cruz do Oeste,2021,8389,327.9,25.58,40661.34
4128559,Vera Cruz do Oeste,2022,8335,327.9,25.42,34885.3
4128559,Vera Cruz do Oeste,2023,8281,327.9,25.25,40527.35
4128559,Vera Cruz do Oeste,2024,8227,327.9,25.09,40793.36
4128559,Vera Cruz do Oeste,2025,8178,327.9,24.94,41037.78
4128559,Vera Cruz do Oeste,2026,8178,327.9,24.94,41037.78
