cod_ibge,municipio,uf,domicilios,esgoto_inadequado_pct,esgoto_adequado_pct,esgoto_rede_pct,fossa_septica_pct,fossa_rudimentar_pct,sem_banheiro_pct,agua_rede_pct,agua_poco_profundo_pct,agua_poco_raso_pct,agua_nascente_pct,agua_carropipa_pct,agua_chuva_pct,agua_superficial_pct,agua_sem_rede_pct
4113759,Lunardelli,PR,1898,61.33,38.62,29.93,8.69,61.28,0.0,73.39,14.01,2.05,10.38,0.0,0.0,0.05,20.13
4113809,Lupionópolis,PR,1869,73.73,26.22,0.54,25.68,73.73,0.0,94.49,4.44,0.64,0.32,0.0,0.0,0.0,2.62
4113908,Mallet,PR,4926,39.99,59.72,27.24,32.48,39.67,0.04,66.34,6.96,15.23,10.94,0.0,0.02,0.12,29.11
4114005,Mamborê,PR,5229,28.72,71.26,64.85,6.41,28.44,0.0,83.36,10.0,2.64,3.9,0.0,0.02,0.04,15.38
4114104,Mandaguaçu,PR,11311,11.55,88.35,37.88,50.46,11.48,0.01,92.1,7.0,0.5,0.37,0.0,0.0,0.0,3.85
4114203,Mandaguari,PR,13683,21.22,78.78,68.74,10.03,21.14,0.0,95.35,2.83,0.33,1.47,0.01,0.0,0.01,4.11
4114302,Mandirituba,PR,9735,44.84,54.98,20.55,34.42,44.44,0.05,65.68,20.59,9.75,3.57,0.11,0.04,0.04,25.06
4114351,Manfrinópolis,PR,1033,95.64,4.26,0.19,4.07,95.06,0.1,54.5,9.2,7.45,28.56,0.0,0.0,0.29,32.91
4114401,Mangueirinha,PR,5914,51.35,48.48,46.35,2.13,51.13,0.05,70.43,8.42,3.48,17.37,0.17,0.0,0.07,25.43
4114500,Manoel Ribas,PR,4939,60.3,39.66,13.97,25.69,59.55,0.36,62.08,17.74,1.36,18.73,0.06,0.0,0.02,36.0
4114609,Marechal Cândido Rondon,PR,21046,28.33,71.63,29.07,42.56,28.31,0.0,95.62,3.06,0.57,0.57,0.0,0.01,0.01,1.6
4114708,Maria Helena,PR,2278,79.54,20.41,0.66,19.75,79.46,0.04,79.59,15.14,1.93,1.93,0.0,0.0,0.66,12.6
4114807,Marialva,PR,15266,14.97,85.01,71.15,13.86,14.92,0.01,89.02,9.64,0.27,1.02,0.01,0.0,0.0,8.79
4114906,Marilândia do Sul,PR,3138,67.11,32.86,24.7,8.16,67.08,0.0,80.08,5.93,2.29,11.22,0.0,0.03,0.0,18.74
4115002,Marilena,PR,2656,64.98,34.9,24.77,10.13,64.95,0.0,80.65,16.04,3.28,0.0,0.0,0.0,0.04,14.46
4115101,Mariluz,PR,3675,33.8,66.1,61.85,4.24,33.77,0.03,88.82,5.9,1.77,3.48,0.0,0.0,0.0,10.45
4115200,Maringá,PR,156517,2.27,97.7,95.05,2.65,2.24,0.0,86.45,13.35,0.07,0.09,0.0,0.0,0.01,2.42
4115309,Mariópolis,PR,2417,26.19,73.6,6.33,67.27,25.94,0.0,76.71,17.21,0.83,5.17,0.0,0.0,0.0,16.8
4115358,Maripá,PR,2322,33.16,66.84,1.46,65.37,33.07,0.0,78.38,18.39,2.24,0.99,0.0,0.0,0.0,13.82
4115408,Marmeleiro,PR,5909,53.39,46.39,41.21,5.18,53.36,0.0,71.64,12.08,5.47,10.75,0.02,0.0,0.03,23.62
4115457,Marquinho,PR,1591,96.17,3.77,0.69,3.08,94.66,0.0,43.93,6.91,13.39,35.58,0.0,0.06,0.06,51.48
4115507,Marumbi,PR,1803,98.61,1.33,0.5,0.83,98.61,0.0,87.08,8.32,0.22,4.38,0.0,0.0,0.0,6.88
4115606,Matelândia,PR,6501,17.04,82.94,62.62,20.32,17.0,0.0,88.08,5.85,0.91,5.0,0.08,0.02,0.02,5.94
4115705,Matinhos,PR,15010,5.07,94.52,82.76,11.77,4.54,0.04,93.5,0.6,0.05,4.09,0.0,0.01,0.18,4.83
4115739,Mato Rico,PR,1223,91.74,8.01,1.06,6.95,91.17,0.41,45.54,18.72,2.86,32.46,0.0,0.0,0.41,48.24
4115754,Mauá da Serra,PR,3301,38.38,61.62,6.79,54.83,38.35,0.0,90.88,6.12,0.21,2.76,0.0,0.0,0.03,7.21
4115804,Medianeira,PR,19553,21.14,78.8,38.44,40.35,20.59,0.01,91.33,6.47,0.66,1.47,0.0,0.01,0.03,5.02
4115853,Mercedes,PR,2149,55.1,44.86,3.12,41.74,54.96,0.0,88.51,4.42,2.98,4.09,0.0,0.0,0.0,2.89
4115903,Mirador,PR,818,96.09,3.79,0.12,3.67,95.97,0.0,83.62,12.35,1.59,2.2,0.0,0.0,0.0,14.06
4116000,Miraselva,PR,751,96.8,3.2,1.86,1.33,96.8,0.0,86.95,11.72,0.13,1.2,0.0,0.0,0.0,0.13
4116059,Missal,PR,4133,37.19,62.79,1.98,60.8,37.14,0.02,80.6,18.49,0.48,0.36,0.0,0.0,0.02,3.58
4116109,Moreira Sales,PR,4495,69.72,30.28,28.65,1.62,69.63,0.02,90.19,7.07,0.73,1.96,0.0,0.0,0.0,8.34
4116208,Morretes,PR,6646,37.69,61.71,36.37,25.34,37.01,0.03,68.49,2.8,5.9,17.44,0.05,0.0,4.08,28.56
4116307,Munhoz de Melo,PR,1464,22.75,77.25,11.0,66.26,22.75,0.0,86.75,12.3,0.27,0.68,0.0,0.0,0.0,11.13
4116406,Nossa Senhora das Graças,PR,1364,96.33,3.59,0.59,3.01,96.26,0.0,84.38,14.22,0.29,1.1,0.0,0.0,0.0,8.94
4116505,Nova Aliança do Ivaí,PR,480,89.58,10.42,2.92,7.5,89.58,0.0,76.67,19.58,0.0,3.75,0.0,0.0,0.0,20.42
4116604,Nova América da Colina,PR,1164,76.2,23.8,18.13,5.67,76.2,0.0,86.34,10.22,0.17,3.18,0.0,0.0,0.0,12.46
4116703,Nova Aurora,PR,4897,47.13,52.83,50.19,2.63,47.05,0.04,81.25,11.01,0.82,6.86,0.0,0.0,0.0,17.89
4116802,Nova Cantu,PR,2542,78.95,21.05,16.05,5.0,78.68,0.16,68.21,10.23,1.42,19.98,0.0,0.08,0.08,27.69
4116901,Nova Esperança,PR,9989,29.65,70.15,62.5,7.65,29.59,0.0,87.97,11.18,0.28,0.54,0.0,0.0,0.01,11.29
4116950,Nova Esperança do Sudoeste,PR,2055,97.18,2.82,0.73,2.09,96.84,0.05,47.4,42.82,0.78,8.95,0.0,0.0,0.0,16.35
4117008,Nova Fátima,PR,2733,99.09,0.84,0.62,0.22,99.01,0.0,89.32,1.98,0.0,8.71,0.0,0.0,0.0,10.5
4117057,Nova Laranjeiras,PR,4011,77.99,21.86,20.07,1.8,70.33,7.18,44.28,10.12,9.0,36.15,0.07,0.0,0.17,52.68
4117107,Nova Londrina,PR,4752,2.55,97.41,87.79,9.62,2.53,0.0,91.86,7.45,0.34,0.21,0.0,0.0,0.02,5.98
4117206,Nova Olímpia,PR,2262,20.78,79.22,37.8,41.42,20.78,0.0,91.56,8.05,0.09,0.18,0.0,0.0,0.13,6.59
4117214,Nova Santa Bárbara,PR,1600,91.06,8.94,0.62,8.31,91.06,0.0,87.94,2.69,0.88,8.5,0.0,0.0,0.0,11.81
4117222,Nova Santa Rosa,PR,3104,11.63,88.37,2.35,86.02,11.6,0.0,85.6,13.63,0.32,0.29,0.0,0.0,0.0,3.83
4117255,Nova Prata do Iguaçu,PR,4515,64.14,35.77,7.82,27.95,62.17,0.0,75.79,12.62,1.51,9.97,0.07,0.0,0.0,16.72
4117271,Nova Tebas,PR,2550,86.71,13.18,0.51,12.67,86.24,0.08,62.78,6.51,3.1,27.1,0.39,0.0,0.08,29.33
4117297,Novo Itacolomi,PR,1159,54.36,45.64,1.73,43.92,54.27,0.0,70.58,10.7,1.55,17.17,0.0,0.0,0.0,28.99
4117305,Ortigueira,PR,8744,55.59,44.27,41.21,3.06,54.94,0.01,56.76,10.72,2.76,29.05,0.26,0.08,0.32,35.16
4117404,Ourizona,PR,1196,71.4,28.6,1.42,27.17,71.4,0.0,93.23,4.85,1.34,0.59,0.0,0.0,0.0,2.93
4117453,Ouro Verde do Oeste,PR,2469,72.17,27.74,8.79,18.96,72.09,0.04,78.33,18.71,0.24,2.67,0.0,0.0,0.0,16.24
4117503,Paiçandu,PR,16552,11.81,88.18,81.03,7.15,11.8,0.0,98.45,1.32,0.14,0.08,0.0,0.0,0.0,1.37
4117602,Palmas,PR,16310,16.17,83.75,74.38,9.37,15.67,0.06,93.7,2.33,0.68,2.88,0.01,0.0,0.0,4.11
4117701,Palmeira,PR,12163,21.84,78.0,61.11,16.89,21.33,0.02,77.95,10.85,5.89,4.97,0.06,0.02,0.21,18.59
4117800,Palmital,PR,4748,59.52,40.25,33.87,6.38,59.04,0.08,63.46,6.32,1.33,28.41,0.04,0.02,0.25,35.47
4117909,Palotina,PR,12658,24.85,75.14,59.49,15.65,24.82,0.01,91.28,7.72,0.58,0.41,0.0,0.0,0.0,7.77
4118006,Paraíso do Norte,PR,4900,20.53,79.47,73.24,6.22,20.49,0.0,95.94,2.47,0.41,1.14,0.0,0.02,0.02,3.71
4118105,Paranacity,PR,3494,35.4,64.6,60.93,3.66,35.4,0.0,94.16,5.38,0.0,0.46,0.0,0.0,0.0,4.38
4118204,Paranaguá,PR,49001,8.44,91.38,80.95,10.44,2.48,0.06,82.45,15.42,0.67,0.59,0.0,0.04,0.02,10.57
4118303,Paranapoema,PR,909,28.71,71.18,2.53,68.65,28.71,0.0,87.57,11.55,0.22,0.44,0.0,0.11,0.0,6.6
4118402,Paranavaí,PR,34315,11.6,88.37,79.72,8.65,11.55,0.01,95.68,3.81,0.11,0.36,0.0,0.0,0.01,3.34
4118451,Pato Bragado,PR,2116,78.02,21.98,1.65,20.32,77.93,0.0,91.92,6.14,0.71,1.23,0.0,0.0,0.0,1.7
4118501,Pato Branco,PR,34318,4.92,95.05,79.21,15.84,4.86,0.0,94.91,2.08,0.63,2.34,0.0,0.0,0.0,4.1
4118600,Paula Freitas,PR,2056,59.63,40.18,1.99,38.18,59.34,0.0,60.89,17.41,16.63,4.91,0.0,0.05,0.0,33.9
4118709,Paulo Frontin,PR,2301,40.33,59.58,4.09,55.5,39.94,0.04,60.89,18.56,13.3,7.04,0.0,0.04,0.09,31.25
4118808,Peabiru,PR,5005,9.47,90.51,3.7,86.81,9.39,0.02,87.81,7.07,0.78,4.2,0.02,0.02,0.02,10.91
4118857,Perobal,PR,2639,2.2,97.8,27.62,70.18,2.16,0.04,81.39,17.7,0.19,0.64,0.0,0.0,0.04,17.36
4118907,Pérola,PR,4537,75.64,24.33,1.9,22.44,75.62,0.0,89.82,9.92,0.04,0.13,0.0,0.02,0.0,2.95
4119004,Pérola d'Oeste,PR,2399,14.63,84.99,2.58,82.41,13.76,0.04,81.62,7.71,3.08,7.46,0.0,0.04,0.0,12.84
4119103,Piên,PR,4706,85.06,14.75,3.08,11.67,84.62,0.06,77.43,12.66,4.48,3.12,0.0,0.02,0.0,9.82
4119152,Pinhais,PR,45881,0.85,99.08,97.82,1.26,0.49,0.01,98.22,1.28,0.43,0.03,0.0,0.02,0.0,0.77
4119202,Pinhalão,PR,2420,89.55,10.33,4.46,5.87,89.3,0.0,70.21,6.61,2.6,20.37,0.0,0.08,0.12,28.22
4119251,Pinhal de São Bento,PR,956,95.71,4.29,0.21,4.08,95.29,0.0,73.01,10.04,3.66,13.18,0.0,0.0,0.1,18.31
4119301,Pinhão,PR,10423,55.93,43.52,32.79,10.73,55.21,0.23,62.68,2.72,6.84,26.7,0.0,0.0,0.19,36.76
4119400,Piraí do Sul,PR,8304,29.2,70.65,61.77,8.89,26.81,0.01,72.83,11.04,1.46,14.28,0.0,0.0,0.33,22.75
4119509,Piraquara,PR,38035,3.93,95.86,89.96,5.9,2.93,0.03,95.31,2.89,1.12,0.27,0.0,0.01,0.0,2.34
4119608,Pitanga,PR,12309,47.49,52.35,46.07,6.28,47.24,0.04,67.15,9.01,3.1,20.3,0.02,0.0,0.38,30.68
4119657,Pitangueiras,PR,1099,77.98,21.93,2.82,19.11,77.98,0.0,80.98,14.74,1.36,2.91,0.0,0.0,0.0,15.01
4119707,Planaltina do Paraná,PR,1470,28.23,71.77,0.88,70.88,28.23,0.0,69.86,28.23,0.41,1.22,0.0,0.0,0.2,21.22
4119806,Planalto,PR,5311,97.72,2.22,0.75,1.47,97.67,0.0,76.56,20.26,0.66,2.49,0.0,0.02,0.0,18.15
4119905,Ponta Grossa,PR,127673,5.28,94.52,91.54,2.98,3.77,0.02,97.79,1.17,0.3,0.56,0.0,0.01,0.02,1.85
4119954,Pontal do Paraná,PR,11731,13.56,86.32,65.37,20.95,13.17,0.03,94.33,2.06,0.47,0.2,0.14,0.05,0.01,4.23
4120002,Porecatu,PR,4344,3.64,96.36,93.3,3.06,3.64,0.0,93.92,5.64,0.05,0.3,0.0,0.0,0.07,2.39
4120101,Porto Amazonas,PR,1471,6.25,93.75,82.26,11.49,5.17,0.0,91.16,5.17,1.43,2.11,0.0,0.07,0.0,8.09
4120150,Porto Barreiro,PR,1133,95.68,3.97,0.18,3.8,95.23,0.09,37.42,2.56,6.97,52.69,0.09,0.0,0.26,59.22
4120200,Porto Rico,PR,1129,17.89,82.02,67.23,14.79,17.8,0.0,78.39,18.87,1.24,1.06,0.0,0.0,0.35,10.89
4120309,Porto Vitória,PR,1238,25.04,74.88,16.07,58.8,23.51,0.0,54.6,16.96,0.65,27.79,0.0,0.0,0.0,42.08
4120333,Prado Ferreira,PR,1369,5.41,94.59,92.4,2.19,5.41,0.0,94.23,4.02,0.29,1.46,0.0,0.0,0.0,5.48
4120358,Pranchita,PR,2148,31.38,68.58,51.63,16.95,31.19,0.0,76.44,18.16,2.09,3.12,0.0,0.0,0.09,18.76
4120408,Presidente Castelo Branco,PR,1554,12.42,87.58,75.29,12.29,12.42,0.0,96.07,3.22,0.13,0.58,0.0,0.0,0.0,3.35
4120507,Primeiro de Maio,PR,3806,30.79,69.18,56.17,13.01,30.79,0.0,88.65,9.33,0.63,1.05,0.21,0.0,0.05,9.09
4120606,Prudentópolis,PR,17679,47.93,51.55,49.69,1.86,46.59,0.53,66.3,5.62,17.32,10.4,0.01,0.02,0.2,27.12
4120655,Quarto Centenário,PR,1547,35.88,64.12,9.7,54.43,35.81,0.06,77.96,15.06,2.52,4.46,0.0,0.0,0.0,10.54
4120705,Quatiguá,PR,3149,6.57,85.33,78.69,6.64,5.53,0.0,93.52,1.78,1.4,3.21,0.0,0.0,0.0,6.16
4120804,Quatro Barras,PR,8463,10.91,88.66,76.56,12.1,10.47,0.01,93.81,2.29,1.63,2.13,0.02,0.02,0.02,5.1
4120853,Quatro Pontes,PR,1696,51.95,47.94,9.61,38.33,51.95,0.0,88.15,6.49,2.65,2.71,0.0,0.0,0.0,5.66
4120903,Quedas do Iguaçu,PR,11136,47.68,52.19,41.88,10.31,47.24,0.06,70.46,5.23,6.91,16.33,0.0,0.03,0.0,26.47
4121000,Querência do Norte,PR,3928,82.94,17.01,4.84,12.17,82.69,0.03,69.14,19.14,11.13,0.31,0.0,0.0,0.2,27.75
4121109,Quinta do Sol,PR,1797,75.01,24.99,0.83,24.15,74.23,0.0,77.18,17.7,1.22,3.84,0.0,0.0,0.06,22.26
4121208,Quitandinha,PR,6767,77.8,21.75,8.13,13.62,77.27,0.12,69.66,14.01,13.26,2.7,0.06,0.04,0.15,26.08
4121257,Ramilândia,PR,1460,80.68,19.25,0.55,18.7,80.62,0.0,71.03,20.27,0.41,7.53,0.75,0.0,0.0,18.22
4121307,Rancho Alegre,PR,1412,61.26,38.67,1.13,37.54,61.26,0.0,90.58,4.32,1.27,3.82,0.0,0.0,0.0,8.85
4121356,Rancho Alegre D'Oeste,PR,969,78.12,21.88,4.33,17.54,78.12,0.0,87.93,11.66,0.0,0.41,0.0,0.0,0.0,0.0
4121406,Realeza,PR,7428,7.24,92.7,60.02,32.69,7.09,0.0,80.92,13.13,0.88,4.93,0.0,0.04,0.05,11.16
4121505,Rebouças,PR,5312,41.96,57.87,50.0,7.87,41.7,0.08,77.13,7.66,9.45,5.69,0.0,0.0,0.0,18.96
4121604,Renascença,PR,2501,43.3,56.66,53.46,3.2,41.7,0.04,61.46,10.48,8.44,19.59,0.04,0.0,0.0,29.43
4121703,Reserva,PR,8972,34.23,65.47,53.05,12.42,33.36,0.12,75.62,2.54,1.38,20.01,0.04,0.02,0.3,23.03
4121752,Reserva do Iguaçu,PR,2249,42.55,56.96,43.26,13.69,42.15,0.04,61.94,6.31,3.38,27.92,0.27,0.04,0.04,32.37
4121802,Ribeirão Claro,PR,4583,21.32,78.59,75.56,3.03,20.73,0.02,80.12,1.42,0.15,17.61,0.0,0.02,0.5,18.24
4121901,Ribeirão do Pinhal,PR,4901,25.36,74.54,62.64,11.9,25.2,0.02,89.29,2.53,0.71,7.28,0.0,0.0,0.08,9.9
4122008,Rio Azul,PR,4927,43.37,56.3,43.78,12.52,43.07,0.04,57.78,9.36,21.49,11.26,0.0,0.0,0.06,37.95
4122107,Rio Bom,PR,1240,54.68,45.32,0.65,44.68,54.52,0.08,73.71,5.81,3.71,16.53,0.24,0.0,0.0,9.6
4122156,Rio Bonito do Iguaçu,PR,4824,37.17,62.71,0.37,62.33,37.11,0.02,39.53,2.18,23.92,34.22,0.06,0.02,0.02,56.99
4122172,Rio Branco do Ivaí,PR,1375,99.42,0.58,0.29,0.29,98.98,0.0,55.78,9.82,1.75,32.51,0.07,0.0,0.07,40.87
4122206,Rio Branco do Sul,PR,13318,30.11,69.36,48.21,21.15,26.15,0.07,75.56,3.33,0.12,20.36,0.32,0.0,0.27,23.35
4122305,Rio Negro,PR,10991,19.53,80.36,54.78,25.58,19.27,0.02,86.31,9.13,1.98,2.39,0.05,0.01,0.08,10.16
4122404,Rolândia,PR,25778,27.41,72.55,51.32,21.22,27.4,0.0,95.33,3.24,0.42,0.95,0.0,0.02,0.01,3.91
4122503,Roncador,PR,4327,83.29,16.66,1.02,15.65,83.04,0.07,73.91,9.17,1.2,15.6,0.02,0.02,0.02,25.12
4122602,Rondon,PR,3371,19.49,80.42,51.94,28.48,19.49,0.0,86.77,10.68,0.53,1.87,0.0,0.0,0.03,3.68
4122651,Rosário do Ivaí,PR,2079,55.7,44.25,38.1,6.16,54.98,0.0,58.35,14.57,0.48,26.02,0.0,0.05,0.38,36.36
4122701,Sabáudia,PR,3170,18.86,81.14,1.67,79.46,18.86,0.0,89.37,8.33,0.09,2.21,0.0,0.0,0.0,10.13
4122800,Salgado Filho,PR,1550,64.39,35.29,0.9,34.39,64.32,0.0,74.52,10.84,1.94,12.65,0.0,0.0,0.0,17.35
4122909,Salto do Itararé,PR,1997,31.25,68.55,45.62,22.93,29.99,0.0,75.06,6.76,3.96,14.07,0.05,0.0,0.05,23.23
4123006,Salto do Lontra,PR,5630,35.01,64.92,47.32,17.6,34.96,0.02,67.3,20.98,2.98,8.69,0.02,0.0,0.0,28.56
4123105,Santa Amélia,PR,1290,30.0,70.0,47.83,22.17,29.07,0.0,79.38,12.09,0.62,7.91,0.0,0.0,0.0,8.14
4123204,Santa Cecília do Pavão,PR,1301,33.51,66.49,66.1,0.38,33.21,0.08,89.55,2.54,1.77,5.92,0.0,0.0,0.0,10.07
4123303,Santa Cruz de Monte Castelo,PR,3225,51.94,48.03,24.56,23.47,51.88,0.0,83.57,13.98,1.36,0.96,0.03,0.0,0.03,12.28
4123402,Santa Fé,PR,4258,19.94,80.06,56.79,23.27,19.87,0.0,89.22,9.18,0.47,1.03,0.0,0.05,0.0,5.33
4123501,Santa Helena,PR,9524,50.63,49.36,37.8,11.56,50.61,0.0,94.56,5.12,0.09,0.18,0.01,0.0,0.01,3.14
4123600,Santa Inês,PR,677,89.66,10.19,7.09,3.1,89.51,0.0,67.06,29.1,1.48,2.36,0.0,0.0,0.0,30.72
4123709,Santa Isabel do Ivaí,PR,3469,20.12,79.88,78.7,1.18,20.01,0.0,90.52,7.73,1.3,0.46,0.0,0.0,0.0,2.33
4123808,Santa Izabel do Oeste,PR,5176,34.39,65.57,2.82,62.75,34.33,0.0,68.26,23.71,1.14,6.84,0.0,0.0,0.02,18.8
4123824,Santa Lúcia,PR,1389,87.62,12.38,12.17,0.22,87.47,0.0,68.75,22.89,0.5,7.85,0.0,0.0,0.0,30.45
