cod_ibge,municipio,ano,area_km2,populacao,galinaceos,suinos,suinos_km2,galinaceos_km2,suinos_hab,galinaceos_hab
4127700,Toledo,2008,1200.4,115136,8766567.0,410943.0,342.34,7303.0,3.569,76.1
4127700,Toledo,2009,1200.4,116774,3838208.0,495606.0,412.87,3197.4,4.244,32.9
4127700,Toledo,2010,1200.4,118854,7635000.0,490780.0,408.85,6360.4,4.129,64.2
4127700,Toledo,2011,1200.4,120934,4035000.0,455000.0,379.04,3361.4,3.762,33.4
4127700,Toledo,2012,1200.4,122502,3710000.0,544200.0,453.35,3090.6,4.442,30.3
4127700,Toledo,2013,1200.4,128448,3808751.0,438990.0,365.7,3172.9,3.418,29.7
4127700,Toledo,2014,1200.4,130295,6298766.0,710512.0,591.9,5247.2,5.453,48.3
4127700,Toledo,2015,1200.4,132077,8320864.0,1242843.0,1035.36,6931.7,9.41,63.0
4127700,Toledo,2016,1200.4,133824,8441052.0,1182705.0,985.26,7031.9,8.838,63.1
4127700,Toledo,2017,1200.4,135538,8931815.0,1180290.0,983.25,7440.7,8.708,65.9
4127700,Toledo,2018,1200.4,138572,8715230.0,1170394.0,975.0,7260.3,8.446,62.9
4127700,Toledo,2019,1200.4,140635,8717350.0,1172400.0,976.67,7262.0,8.336,62.0
4127700,Toledo,2020,1200.4,142645,8702319.0,1173500.0,977.59,7249.5,8.227,61.0
4127700,Toledo,2021,1200.4,144601,11278456.0,869222.0,724.11,9395.6,6.011,78.0
4127700,Toledo,2022,1200.4,149274,10776865.0,909879.0,757.98,8977.7,6.095,72.2
4127700,Toledo,2023,1200.4,153947,10900000.0,899154.0,749.05,9080.3,5.841,70.8
4127700,Toledo,2024,1200.4,158620,12071286.0,949984.0,791.39,10056.1,5.989,76.1
4127700,Toledo,2025,1200.4,160701,12071286.0,949984.0,791.39,10056.1,5.912,75.1
4127700,Toledo,2026,1200.4,160701,12071286.0,949984.0,791.39,10056.1,5.912,75.1
4127858,Tres Barras do Parana,2008,506.6,12073,684715.0,22047.0,43.52,1351.6,1.826,56.7
4127858,Tres Barras do Parana,2009,506.6,12088,841892.0,67872.0,133.98,1661.8,5.615,69.6
4127858,Tres Barras do Parana,2010,506.6,11956,783317.0,63800.0,125.94,1546.2,5.336,65.5
4127858,Tres Barras do Parana,2011,506.6,11825,1416325.0,58835.0,116.14,2795.7,4.975,119.8
4127858,Tres Barras do Parana,2012,506.6,11825,1528203.0,60662.0,119.74,3016.6,5.13,129.2
4127858,Tres Barras do Parana,2013,506.6,12196,1432680.0,60150.0,118.73,2828.0,4.932,117.5
4127858,Tres Barras do Parana,2014,506.6,12212,1500000.0,57000.0,112.51,2960.9,4.668,122.8
4127858,Tres Barras do Parana,2015,506.6,12227,2245011.0,58146.0,114.78,4431.5,4.756,183.6
4127858,Tres Barras do Parana,2016,506.6,12242,2113371.0,62461.0,123.29,4171.7,5.102,172.6
4127858,Tres Barras do Parana,2017,506.6,12256,1530437.0,60069.0,118.57,3021.0,4.901,124.9
4127858,Tres Barras do Parana,2018,506.6,12043,1600000.0,74495.0,147.05,3158.3,6.186,132.9
4127858,Tres Barras do Parana,2019,506.6,12040,1515000.0,66204.0,130.68,2990.5,5.499,125.8
4127858,Tres Barras do Parana,2020,506.6,12038,1520000.0,75500.0,149.03,3000.4,6.272,126.3
4127858,Tres Barras do Parana,2021,506.6,12036,2434791.0,89577.0,176.82,4806.1,7.442,202.3
4127858,Tres Barras do Parana,2022,506.6,11756,2317246.0,104380.0,206.04,4574.1,8.879,197.1
4127858,Tres Barras do Parana,2023,506.6,11477,2520520.0,87527.0,172.77,4975.4,7.626,219.6
4127858,Tres Barras do Parana,2024,506.6,11197,2500000.0,95284.0,188.09,4934.9,8.51,223.3
4127858,Tres Barras do Parana,2025,506.6,11157,2500000.0,95284.0,188.09,4934.9,8.54,224.1
4127858,Tres Barras do Parana,2026,506.6,11157,2500000.0,95284.0,188.09,4934.9,8.54,224.1
4128559,Vera Cruz do Oeste,2008,327.9,9301,634050.0,9194.0,28.04,1933.7,0.988,68.2
4128559,Vera Cruz do Oeste,2009,327.9,9257,706400.0,10480.0,31.96,2154.3,1.132,76.3
4128559,Vera Cruz do Oeste,2010,327.9,9089,618820.0,11760.0,35.86,1887.2,1.294,68.1
4128559,Vera Cruz do Oeste,2011,327.9,8921,638450.0,17600.0,53.67,1947.1,1.973,71.6
4128559,Vera Cruz do Oeste,2012,327.9,8871,746850.0,14950.0,45.59,2277.7,1.685,84.2
4128559,Vera Cruz do Oeste,2013,327.9,9081,747200.0,20780.0,63.37,2278.7,2.288,82.3
4128559,Vera Cruz do Oeste,2014,327.9,9038,748000.0,20865.0,63.63,2281.2,2.309,82.8
4128559,Vera Cruz do Oeste,2015,327.9,8998,816430.0,16054.0,48.96,2489.9,1.784,90.7
4128559,Vera Cruz do Oeste,2016,327.9,8958,1005160.0,22600.0,68.92,3065.4,2.523,112.2
4128559,Vera Cruz do Oeste,2017,327.9,8918,1081680.0,13800.0,42.09,3298.8,1.547,121.3
4128559,Vera Cruz do Oeste,2018,327.9,8590,1060250.0,13690.0,41.75,3233.5,1.594,123.4
4128559,Vera Cruz do Oeste,2019,327.9,8521,985150.0,11853.0,36.15,3004.4,1.391,115.6
4128559,Vera Cruz do Oeste,2020,327.9,8454,1036050.0,10652.0,32.49,3159.7,1.26,122.6
4128559,Vera Cruz do Oeste,2021,327.9,8389,1632837.0,12000.0,36.6,4979.7,1.43,194.6
4128559,Vera Cruz do Oeste,2022,327.9,8335,1597655.0,12131.0,37.0,4872.4,1.455,191.7
4128559,Vera Cruz do Oeste,2023,327.9,8281,1703655.0,14620.0,44.59,5195.7,1.765,205.7
4128559,Vera Cruz do Oeste,2024,327.9,8227,1838834.0,11979.0,36.53,5607.9,1.456,223.5
4128559,Vera Cruz do Oeste,2025,327.9,8178,1838834.0,11979.0,36.53,5607.9,1.465,224.9
4128559,Vera Cruz do Oeste,2026,327.9,8178,1838834.0,11979.0,36.53,5607.9,1.465,224.9
